Unnamed: 0,ID,Pun,Sense Key 1,Sense Key 2,Sentence,
336,hom_1795_17,croak,"['Crow', 'Corvid', 'Flock', 'Beak', 'Nest', 'Talons', 'Feathers', 'Chirp', 'Caw', 'Cackle', 'Screech', 'Shriek', 'Trill', 'Warble', 'Frog', 'Ribbit', 'Pond', 'Amphibian', 'Kermit', 'Tadpole', 'Bullfrog']","['Terminate', 'Termination', 'End', 'Deadline', 'Expiration', 'Void', 'Lapse', 'Death', 'Mortality', 'Funeral', 'Bereavement', 'Obituary', 'Cremation', 'Interment', 'Leave', 'Exit', 'Vacate', 'Abscond', 'Retreat', 'Withdraw', 'Relocate']",Biologists have recently produced immortal frogs by removing their vocal cords . They can ' t croak . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
337,hom_1796_9,grave,"['Menacing', 'Ominous', 'Foreboding', 'Frightening', 'Intimidatory', 'Dreadful', 'Formidable', 'Foreboding', 'Ominous', 'Sinister', 'Threatening', 'Intimidating', 'Menacingly', 'Dire', 'Terrifying', 'Horrifying', 'Appalling', 'Alarming', 'Dreadful', 'Chilling', 'Menacing']","['Tombstone', 'Burial', 'Grave', 'Crypt', 'Mausoleum', 'Memorial', 'Gravestone', 'Encryption', 'Blockchain', 'Bitcoin', 'Security', 'Cryptography', 'Hash', 'Mining', 'Tomb', 'Crypt', 'Memorial', 'Sepulcher', 'Necropolis', 'Catacomb', 'Monument']",Digging a hole for a coffin is a grave matter . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
338,hom_1797_15,fudge,"['Sweet', 'Toffee', 'Candy', 'Brown', 'Sauce', 'Chocolate', 'Dessert', 'Mushroom', 'Gourmet', 'Chocolate', 'Luxury', 'Shave', 'Praline', 'Confection', 'Fluff', 'Roast', ""S'mores"", 'Confection', 'Sweet', 'Campfire', 'Toasted']","['Influence', 'Control', 'Adjust', 'Alter', 'Distort', 'Change', 'Modify', 'Undermine', 'Disrupt', 'Counter', 'Subjugate', 'Sabotage', 'Overthrow', 'Revolt', 'Bribery', 'Greed', 'Fraud', 'Misuse', 'Exploitation', 'Manipulation', 'Deceit']","When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ? nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
339,hom_1798_5,composed,"['Orchestrated', 'Arranged', 'Structured', 'Harmonized', 'Scored', 'Constructed', 'Compiled', 'Soothing', 'Relaxation', 'Tranquil', 'Serene', 'Peaceful', 'Comfort', 'Harmony', 'Accumulated', 'Gathered', 'Assembled', 'Amassed', 'Compiled', 'Catalogued', 'Hoarded']","['Melody', 'Harmony', 'Rhythm', 'Dynamics', 'Cadence', 'Structure', 'Texture', 'Compose', 'Score', 'Transcribe', 'Harmonize', 'Improvise', 'Orchestrate', 'Arrange', 'Order', 'Sort', 'Group', 'Align', 'Place', 'Assemble', 'Organize']",Noteworthy musicians are very composed . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
340,hom_1799_8,volume,"['Intensity', 'Size', 'Strength', 'Amplitude', 'Dimension', 'Proportion', 'Extent', 'Magnitude', 'Range', 'Boundary', 'Limit', 'Span', 'Dimension', 'Proportion', 'Magnificence', 'Splendor', 'Sublimity', 'Majesty', 'Opulence', 'Grandiosity', 'Imposingness']","['Magnitude', 'Strength', 'Power', 'Vigor', 'Force', 'Ferocity', 'Intensify', 'Frequency', 'Magnitude', 'Signal', 'Waveform', 'Oscillation', 'Intensity', 'Volume', 'Volume', 'Amplitude', 'Frequency', 'Intensity', 'Acoustics', 'dB SPL', 'Sound Pressure Level']",Stereo speakers are made by ' high volume ' manufacturers . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
341,hom_1801_7,chops,"['Steak', 'Beef', 'Grill', 'Marbling', 'BBQ', 'Juicy', 'Tender', 'Beef', 'Grill', 'Marinade', 'Sizzle', 'BBQ', 'Tender', 'Juicy', 'Steak', 'Salmon', 'Trout', 'Grilling', 'Baking', 'Marinating', 'Searing']","['Battleground', 'Gods', 'Arena', 'MOBA', 'Strategy', 'Multiplayer', 'Mythology', 'Protest', 'Picket', 'Demonstrate', 'Walkout', 'Boycott', 'Rally', 'Negotiate', 'Poetry ', 'Performance ', 'Competition ', 'Freestyle ', 'Rhyme ', 'Verse ', 'Audience']",A karate school restaurant served mainly chops . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
342,hom_1803_15,drop,"['Sleep', 'Dream', 'Rest', 'Snooze', 'Nap', 'Siesta', 'Snore', 'Sleep', 'Slumber', 'Rest', 'Snooze', 'Nap', 'Drowse', 'Snore', 'Sleep', 'Nap', 'Slumber', 'Doze', 'Rest', 'Snore', 'Awaken']","['Dive', 'Descend', 'Submerge', 'Jump', 'Immerse', 'Sink', 'Drown', 'Decline', 'Plunge', 'Sink', 'Drop', 'Decrease', 'Subside', 'Descent', 'Spin', 'Flip', 'Roll', 'Cartwheel', 'Somersault', 'Acrobatics', 'Gymnastics']",For insomnia move to the edge of the bed and you ' ll soon drop off . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
343,hom_1804_14,saw,"['Analyze', 'Distinguish', 'Perceive', 'Recognize', 'Differentiate', 'Assess', 'Decide', 'Understand', 'Grasp', 'Interpret', 'Analyze', 'Apprehend', 'Decipher', 'Discern', 'Comprehend', 'Grasping', 'Understand', 'Apprehend', 'Clutch', 'Seize', 'Graspable']","['Sight', 'Perspective', 'Gaze', 'Outlook', 'Vantage', 'Scene', 'Panorama', 'Watch', 'Analyze', 'Examine', 'Measure', 'Survey', 'Inspect', 'Discern', 'Analyze', 'Distinguish', 'Recognize', 'Perceive', 'Infer', 'Interpret', 'Discriminate']","He tried to sell me glass with imperfections in it , but I saw through it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
344,hom_1805_15,unwind,"['Unwind', 'Disentangle', 'Decipher', 'Resolve', 'Dissect', 'Unraveling', 'Unfurl', 'Unknot', 'Unravel', 'Disentangle', 'Loosen', 'Separate', 'Unwind', 'Disengage', 'Untangle', 'Disentangle', 'Loosen', 'Unravel', 'Unwind', 'Disengage', 'Uncoil']","['Unwind', 'Rejuvenate', 'Calm', 'Tranquil', 'Repose', 'Recharge', 'Refresh', 'Relaxation', 'Comfort', 'Tranquility', 'Calm', 'Rest', 'Peace', 'Ease', 'Relax', 'Lounger', 'Recliner', 'Reclining', 'Upright', 'Reclined', 'Reclining Chair']",Those who make balls of wool for a living like to come home and unwind . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
345,hom_1806_12,hit,"['Impact', 'Crash', 'Bump', 'Accident', 'Smash', 'Jolt', 'Collide', 'Influence', 'Consequence', 'Effect', 'Change', 'Force', 'Outcome', 'Impression', 'Caressing', 'Stroking', 'Fondling', 'Massaging', 'Squeezing', 'Embracing', 'Grasping']","['Victory', 'Success', 'Accomplishment', 'Achievement', 'Conquest', 'Triumphant', 'Exaltation', 'Praise', 'Applause', 'Adulation', 'Eulogy', 'Kudos', 'Extol', 'Commendation', 'Prosper', 'Thrive', 'Grow', 'Succeed', 'Advance', 'Blossom', 'Expand']",I wondered why the baseball was getting bigger . Then it hit me . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
346,hom_1807_10,streak,"['Marathon', 'Sprint', 'Jog', 'Pace', 'Dash', 'Track', 'Limber', 'Run', 'Marathon', 'Streak', 'Winning', 'Success', 'Momentum', 'Frenzy', 'Chain', 'Progression', 'Series', 'Cycle', 'Continuum', 'Run', 'Streakline']","['Payments', 'Subscriptions', 'Credit Cards', 'Invoices', 'API', 'Security', 'Integration', 'Music', 'Concert', 'Tour', 'Album', 'Rehearsal', 'Musician', 'Performance', 'Chat', 'Messaging', 'Communication', 'App', 'Voice', 'Video', 'Friends']",The athlete colored her hair and started a winning streak . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
347,hom_1808_9,parted,"['Segregated', 'Separated', 'Partitioned', 'Disunited', 'Disjointed', 'Split', 'Parted', 'Divided', 'Partitioned', 'Stratified', 'Categorized', 'Subdivided', 'Segregated', 'Fragmented', 'Leafy', 'Divided', 'Serrated', 'Petal', 'Notched', 'Margin', 'Veined']","['Network', 'Host', 'Server', 'Data', 'Storage', 'Security', 'Connectivity', 'Component', 'Assemble', 'Segment', 'Subdivision', 'Section', 'Fraction', 'Portion', 'Unplug', 'Separate', 'Cut-off', 'Detach', 'Terminate', 'Isolate', 'Disengage']",A balding man and his hair are soon parted . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
348,hom_1809_6,crude,"['Vulgar', 'Indecent', 'Lewd', 'Profane', 'Raunchy', 'Coarse', 'Salacious', 'Obscene', 'Crude', 'Indecent', 'Lewd', 'Profane', 'Coarse', 'Raunchy', 'Indecent', 'Obscene', 'Vulgar', 'Salacious', 'Prurient', 'Lascivious', 'Libidinous']","['Refinery', 'Petroleum', 'Barrel', 'Gasoline', 'Exploration', 'Rig', 'Drilling', 'Oil', 'Refinery', 'Crude', 'Gasoline', 'Exploration', 'Drilling', 'Production', 'Petroleum', 'Coal', 'Natural Gas', 'Carbon', 'Emissions', 'Renewable', 'Pollution']",Oil executives are always using crude language . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
349,hom_1813_12,draft,[],"['Beer', 'Ale', 'Lager', 'Stout', 'Glass', 'Brewery', 'Pub', 'Cup', 'Ceramic', 'Handle', 'Coffee', 'Tea', 'Drinkware', 'Porcelain', 'Gertrude', 'Modernism', 'Poetry', 'Cubism', 'The Making of Americans', 'Picasso', 'Expressionism']",When writing out drink recipes you have to have a first draft . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
350,hom_1815_17,pinch,"['Struggles', 'Difficulties', 'Adversity', 'Misfortune', 'Hardship', 'Disadvantage', 'Woes', 'Challenge', 'Struggle', 'Difficulty', 'Hardship', 'Misfortune', 'Setback', 'Tribulation', 'Suffering', 'Agony', 'Despair', 'Anguish', 'Woe', 'Gloom', 'Torment']","['Discoloration', 'Swelling', 'Contusion', 'Abrasion', 'Hematoma', 'Tenderness', 'Painful', 'Pain', 'Muscle', 'Spasm', 'Contracture', 'Tension', 'Numbness', 'Twitching', 'Tense', 'Stretched', 'Strain', 'Stressed', 'Taut', 'Tight', 'Overstretched']",Did you hear about the crab in financial difficulty ? It was starting to feel the pinch . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
351,hom_1820_13,kickoff,"['Chat', 'Stories', 'Filters', 'Lenses', 'Memories', 'Geofilters', 'Spectacles', 'Kick', 'Boat', 'Football', 'River', 'Cambridge', 'England', 'Rugby', 'Soccer', 'Goal', 'Kick', 'Field', 'Penalty', 'Match', 'Referee']","['Initiate', 'Create', 'Develop', 'Inspire', 'Innovate', 'Motivate', 'Transform', 'Initiate', 'Launch', 'Begin', 'Activate', 'Start', 'Ignite', 'Embark', 'Initiate', 'Deploy', 'Unveil', 'Activate', 'Introduce', 'Release', 'Activate']",The organizational get together for a company football team was called a kickoff meeting . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
352,hom_2_9,saving,"['Discount', 'Sale', 'Deal', 'Negotiate', 'Cheap', 'Haggle', 'Offer', 'Bargain', 'Sale', 'Coupon', 'Rebate', 'Clearance', 'Markdown', 'Savings', 'Save', 'Cut', 'Reduce', 'Invest', 'Budget', 'Reuse', 'Minimize']","['Repurchase', 'Recoup', 'Reclaim', 'Retrieve', 'Repossess', 'Reimburse', 'Recover', 'Redemption', 'Repentance', 'Forgiveness', 'Reconciliation', 'Guilt', 'Sacrifice', 'Absolution', 'Holiness', 'Consecrate', 'Purify', 'Bless', 'Devote', 'Worship', 'Adore']",Wal - Mart isn ' t the only saving place ! nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
353,hom_4_5,entrenched,"['Ingrained', 'Deep-rooted', 'Immovable', 'Unshakeable', 'Unyielding', 'Intractable', 'Resistant', 'Microcontroller', 'Firmware', 'System', 'Processor', 'Programming', 'Software', 'Hardware', 'Microcontroller', 'Firmware', 'Processor', 'Real-Time', 'System', 'Software', 'Hardware']","['Deep-rooted', 'Ingrained', 'Imbedded', 'Established', 'Fixed', 'Intractable', 'Unyielding', 'Hardened', 'Cemented', 'Congealed', 'Coagulated', 'Set', 'Rigid', 'Stabilized', 'Microcontroller', 'Firmware', 'System', 'Processor', 'Programming', 'Electronics', 'Software']",A ditch digger was entrenched in his career . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
354,hom_5_15,forge,"['Nailing', 'Striking', 'Pounding', 'Mallet', 'Construction', 'Woodworking', 'Fastening', 'Forming', 'Molding', 'Crafting', 'Carving', 'Sculpting', 'Constructing', 'Modifying', 'Casting', 'Forming', 'Extrusion', 'Injection', 'Rotational', 'Blow', 'Compression']","['Advancement', 'Improvement', 'Development', 'Expansion', 'Achievement', 'Success', 'Growth', 'Progress', 'Develop', 'Enhance', 'Improve', 'Expand', 'Accelerate', 'Upgrade', 'Rise', 'Climb', 'Elevate', 'Soar', 'Ascendancy', 'Uplift', 'Upward']","She was only a Blacksmith ' s daughter , but she knew how to forge ahead . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
355,hom_7_14,hit,"['Impact', 'Crash', 'Bump', 'Accident', 'Smash', 'Ram', 'Collide', 'Influence', 'Consequence', 'Effect', 'Force', 'Repercussion', 'Ramification', 'Outcome', 'Caressing', 'Stroking', 'Fondling', 'Massaging', 'Grasping', 'Squeezing', 'Clasping']","['Victory', 'Success', 'Accomplishment', 'Conquest', 'Achievement', 'Triumphant', 'Exultation', 'Praise', 'Applause', 'Adulation', 'Eulogy', 'Kudos', 'Extol', 'Congratulate', 'Prosper', 'Thrive', 'Grow', 'Succeed', 'Advance', 'Blossom', 'Expand']",Did you hear about the new pinata ? It ' s a huge hit . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
356,hom_8_17,vault,"['Security', 'Protection', 'Secure', 'Lock', 'Shield', 'Guard', 'Vault', 'Version Control', 'Source Code', 'Commit', 'Branch', 'Push', 'Pull', 'Merge', 'Security', 'Encryption', 'Access', 'Storage', 'Protection', 'Combination', 'Keyless']","['Jump', 'Bound', 'Spring', 'Vault', 'Soar', 'Hop', 'Fly', 'Barriers', 'Obstacle', 'Jump', 'Race', 'High Jump', 'Clear', 'Challenge', 'Gait ', 'Pace ', 'Step ', 'Strut ', 'Leap ', 'Trot ', 'March']",A bank manager who was also a high jumper spent most of his time in the vault . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
357,hom_9_11,deep,"['Vast', 'Expansive', 'Extensive', 'Far-reaching', 'Spreading', 'Meandering', 'Unbounded', 'Vast', 'Spacious', 'Broad', 'Extensive', 'Roomy', 'Ample', 'Generous', 'Tire', 'Wheel', 'Spoke', 'Hub', 'Rim', 'Axle', 'Disc']","['Insightful', 'Sublime', 'Intense', 'Meaningful', 'Thoughtful', 'Insight', 'Deep', 'Insight', 'Perceptive', 'Enlightening', 'Thoughtful', 'Profound', 'Illuminating', 'Astute', 'Data', 'Insight', 'Model', 'Metrics', 'Reporting', 'Algorithms', 'Predictive']",A discussion of digging a new mine shaft was too deep for him . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
358,hom_11_9,licked,"['Solve', 'Address', 'Resolve', 'Rectify', 'Mend', 'Reconcile', 'Resolvement', 'Unwind', 'Disentangle', 'Solve', 'Resolve', 'Decipher', 'Uncover', 'Dissect', 'Explain', 'Elucidate', 'Illuminate', 'Define', 'Describe', 'Specify', 'Outline']","['Taste', 'Tongue', 'Saliva', 'Swallow', 'Savor', 'Gulp', 'Moisten', 'Beverage', 'Drink', 'Cup', 'Swallow', 'Gulp', 'Refreshment', 'Nip', 'Impact', 'Strike', 'Punch', 'Slap', 'Collide', 'Clap', 'Whack']",Once ice cream was invented the problem was licked . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
359,hom_14_14,admitted,"['Accept', 'Recognize', 'Appreciate', 'Gratitude', 'Acknowledge', 'Thank', 'Admit', 'Validate', 'Agree', 'Accept', 'Ratify', 'Approve', 'Endorse', 'Certify', 'Agree', 'Approve', 'Confirm', 'Consent', 'Ratify', 'Welcome', 'Permit']","['Accept', 'Acknowledge', 'Confess', 'Own', 'Recognize', 'Acknowledge', 'Admitance', 'Welcome', 'Gather', 'Celebrate', 'Congregate', 'Entice', 'Summon', 'Request', 'Greeting', 'Invitation', 'Salutation', 'Hospitality', 'Reception', 'Acceptance', 'Gladness']","' ' There ' s room for one more , ' ' Tom admitted . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ",
360,hom_15_15,toasted,"['Crispy ', 'Browned ', 'Smoky ', 'Juicy ', 'Caramelized ', 'Savory ', 'Aromatic', 'Crispy', 'Chips', 'French', 'Fries', 'Batter', 'Deep', 'Fried', 'Barbecue', 'Charcoal', 'Smoker', 'Steak', 'Ribs', 'Kabob', 'Marinade']","['Honor', 'Respect', 'Applaud', 'Greet', 'Bow', 'Praise', 'Acknowledge', 'Congrats', 'Well-done', 'Bravo', 'Kudos', 'Applause', 'Salutations', 'Cheers', 'Celebrate', 'Honor', 'Remember', 'Mark', 'Salute', 'Revere', 'Acknowledge']",They threw a party for the inventor of the toaster . And he was toasted . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
361,hom_16_13,plant,"['Manufacturing', 'Production', 'Machinery', 'Workers', 'Automation', 'Pollution', 'Efficiency', 'Training', 'Presentation', 'Facilitation', 'Collaboration', 'Discussion', 'Learning', 'Networking', 'Manufacturing', 'Cotton', 'Textiles', 'Factory', 'Machinery', 'Industrial', 'Workers']","['Mold', 'Yeast', 'Mushroom', 'Spore', 'Lichen', 'Mycelium', 'Pathogen', 'Photosynthesis', 'Chlorophyll', 'Phytoplankton', 'Seaweed', 'Macroalgae', 'Microalgae', 'Aquatic', 'Fungi', 'Moss', 'Symbiosis', 'Photosynthesis', 'Bryophyte', 'Algae', 'Crustose']",If you ' re a gardener you might call yourself a ' plant manager ' . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
362,hom_18_8,squares,"['Polygon', 'Trapezoid', 'Parallelogram', 'Rectangle', 'Rhombus', 'Kite', 'Square', 'Quadrilateral', 'Diagonal', 'Trapezoid', 'Rectangle', 'Rhombus', 'Opposite sides', 'Congruent', 'Quadrilateral', 'Parallelogram', 'Diagonal', 'Symmetry', 'Trapezoid', 'Rectangle', 'Congruent']","['Baffled', 'Disoriented', 'Perplexed', 'Dazed', 'Discombobulated', 'Muddled', 'Flummoxed', 'Uninformed', 'Naive', 'Unenlightened', 'Uneducated', 'Illiterate', 'Oblivious', 'Unaware', 'Unaware', 'Ignorant', 'Unmindful', 'Uninformed', 'Unconscious', 'Unresponsive', 'Unperceptive']",My advanced geometry class is full of squares . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
363,hom_19_3,grave,"['Fearful', 'Menacing', 'Oppressive', 'Alarming', 'Foreboding', 'Dreadful', 'Frightening', 'Intimidating', 'Foreboding', 'Sinister', 'Threatening', 'Ominous', 'Dire', 'Menacingly', 'Horrifying', 'Frightening', 'Dreadful', 'Appalling', 'Ghastly', 'Menacing', 'Alarming']","['Tombstone', 'Burial', 'Graveyard', 'Memorial', 'Crypt', 'Mausoleum', 'Headstone', 'Encryption', 'Blockchain', 'Bitcoin', 'Security', 'Hash', 'Cipher', 'Mining', 'Tomb', 'Crypt', 'Memorial', 'Sepulcher', 'Monument', 'Catacomb', 'Necropolis']",Jesus changes grave situations . Happy Easter . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
364,hom_20_17,outlet,"['Networking', 'Protocol', 'Port', 'IP', 'Interface', 'Transmission', 'Connectivity', 'Intersection', 'Crossroads', 'Link', 'Hub', 'Node', 'Meeting', 'Connection', 'Store', 'Shopping', 'Retail', 'Discount', 'Plug', 'Socket', 'Bargain']","['Interpretation', 'Meaning', 'Articulation', 'Communication', 'Representation', 'Significance', 'Expressionism', 'Imagination', 'Innovation', 'Inspiration', 'Expression', 'Invention', 'Artistry', 'Originality']",I got angry when my cell phone battery died . My counselor suggested I find an outlet . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
365,hom_21_9,draw,"['Data', 'Information', 'Mine', 'Source', 'Harvest', 'Gather', 'Retrieve', 'Discover', 'Explore', 'Reveal', 'Expose', 'Unearth', 'Unveil', 'Unmask', 'Fetch', 'Obtain', 'Gather', 'Collect', 'Acquire', 'Recover', 'Extract']",[],A cowboy who was also an artist could draw fast . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
366,hom_22_15,snorted,"['Truffle', 'Forage', 'Sniff', 'Pig', 'Root', 'Snout', 'Scent', 'Cough', 'Asthma', 'Breathlessness', 'Bronchitis', 'Phlegm', 'Respiratory', 'Bronchospasm', 'Sibilance', 'Rattle', 'Screech', 'Squeal', 'Hissing', 'Snarl', 'Whistle']","['Odor', 'Scent', 'Inhale', 'Detect', 'Smell', 'Aroma', 'Perfume', 'Breathe', 'Oxygen', 'Exhale', 'Air', 'Lungs', 'Respiration', 'Inspire', 'Consume', 'Digest', 'Absorb', 'Swallow', 'Gulp', 'Devour', 'Inhale']",' ' Angel dust ? Me ? Never touch it ! ' ' Tom snorted . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
367,hom_23_7,burning,"['Immediate', 'Critical', 'Necessary', 'Timely', 'Crucial', 'Pressing', 'Emergency', 'Essential', 'Vital', 'Imperative', 'Necessary', 'Indispensable', 'Significant', 'Pivotal', 'Necessary', 'Fundamental', 'Vital', 'Crucial', 'Indispensable', 'Primary', 'Imperative']","['Spark', 'Fire', 'Fuel', 'Blaze', 'Accelerate', 'Illuminate', 'Enkindle', 'Combust', 'Cremate', 'Burn', 'Consume', 'Destroy', 'Annihilate', 'Disintegrate', 'Character', 'Charisma', 'Charade', 'Chariot', 'Charcoal', 'Charismatic', 'Charcuterie']",The fire chief was always asked burning questions . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan ,
