,ID,Pun,Sense Key 1,Sense Key 2,Sentence
286,hom_481_15,steep,steep%5:00:00:immoderate:00,steep%2:30:00::,"I was going to buy some loose tea , but the price was too steep . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
287,hom_482_9,fortified,fortify%2:30:01::,fortify%2:30:00::,The sergeant drank whiskey in order to be fortified in his position . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
288,hom_483_9,expire,expire%2:42:00::,expire%2:30:00::,"OLD COUPON CLIPPERS never die , they just expire . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
289,hom_485_15,connections,connection%1:18:01::,connection%1:06:00::,"She was only a Electrician ' s daughter , but she certainly had good connections . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
290,hom_486_8,relative,relative%1:18:00::,relative%3:00:00::,The harm caused by sibling rivalry is relative . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
291,hom_487_21,dream,dream%1:12:00::,dream%1:09:01::,"When the woman got paid for being in a study at the sleep clinic , she said it was her dream job . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
292,hom_488_9,bored,bore%2:35:00::,bore%2:37:00::,A carpenter sat on his drill and was bored to tears . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
293,hom_490_12,story,story%1:06:00::,story%1:10:00::,A library should have several floors because it is a multi story building . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
294,hom_491_4,palms,palm%1:08:00::,palm%1:20:00::,We don’t read palms ; we wave them . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
295,hom_493_7,hash,hash%1:13:00::,hash_over%2:32:00::,Two cooks disagreed but decided to hash it over . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
296,hom_495_11,hold,hold%2:35:00::,hold%2:41:15::,"The tongue weighs very little , but few people can hold it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
297,hom_496_8,scores,score%1:10:00::,scores%1:23:00::,She ' s a composer who has scores of works to her credit . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
298,hom_497_12,impression,impression%1:07:00::,impression%1:25:00::,When he fell in the wet concrete he left a bad impression . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
299,hom_500_20,triggered,trigger%1:06:00::,trigger%2:36:00::,There was a report of shots fired in a local bar . The police don ' t know what triggered the commotion . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
300,hom_502_10,staple,staple%5:00:00:essential:00,staple%1:06:02::,A goat that ate office supplies was on a staple diet . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
301,hom_503_14,proof,proof%1:09:00::,proof%1:23:00::,"When the wino suspected his muscatel was watered down , he needed more proof . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
302,hom_504_17,count,count_on%2:31:01::,count%2:32:00::,"The bargain store promised a free abacus with every purchase , but I wouldn ' t count on it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
303,hom_508_9,lousy,lousy%5:00:00:bad:00,lousy%5:00:00:dirty:01,"OLD NITPICKERS never die , they just feel lousy . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
304,hom_509_5,joke,joke%1:10:00::,joke%1:07:00::,"Comedians , the biggest joke going . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
305,hom_511_22,nuts,nut%1:20:00::,nut%1:08:00::,Why didn ' t the little boy ask the flight attendant for a snack ? He didn ' t have the nuts . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
306,hom_512_11,planted,plant%2:35:00::;plant%1:03:00::,plant%2:35:06::;plant%1:18:00::,Why did the agricultural presentation go so smoothly ? They planted questions . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
307,hom_513_16,came,come%2:38:00::,come%2:31:14::,"I couldn ' t quite remember how to throw a boomerang , but eventually it came back to me . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
308,hom_514_10,trace,trace%1:10:02::;trace%1:10:00::,trace%1:06:00::,"OLD FORGERS never die , they just leave no trace . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
309,hom_516_10,charge,charge%2:40:01::,charge%2:30:00::,When buying a battery you should never have to charge it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
310,hom_520_9,grip,grip%1:04:00::,grip%1:07:00::,OLD WRESTLERS never die they just lose their grip . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
311,hom_522_17,filed,file_away%2:32:00::,file%2:35:00::,In the office she was frantically looking for her false nails only to discover she had filed them away . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
312,hom_524_9,class,class%1:14:03::,class%1:07:00::,OLD TEACHERS never die they just lose their class . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
313,hom_525_6,flash,flash%1:11:00::,in_a_flash%4:02:00::,Gunpowder was invented in a flash . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
314,hom_526_10,blended,blend%2:35:00::,blend%2:42:00::,The frog went unnoticed in the milkshake because it blended so well . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
315,hom_531_12,combing,comb%2:35:01::,comb%2:35:00::,A wig van blew up on the motorway - police are combing the area . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
316,hom_535_6,bouncing,bounce_back%2:30:00::,bounce%2:38:00::,He had a difficult time bouncing back from his bungee cord accident . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
317,hom_538_7,squealer,squealer%1:18:00::,squealer%1:05:00::,A tattle tale pig is a squealer . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
318,hom_540_5,cycles,cycle%1:06:00::,cycle%1:28:00::,Bike sales go in cycles . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
319,hom_542_9,serving,serve%2:34:00::,serve%2:33:01::,A waiter who played tennis was great at serving . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
320,hom_543_14,late,late%5:00:00:unpunctual:00,late%5:00:00:dead:01,An old professor who was never on time died and was called the late professor Brown . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
321,hom_545_8,clubs,club%1:14:00::,club%1:06:00::,When cave men got together they formed clubs . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
322,hom_546_34,signs,sign%1:10:05::,sign%1:06:01::,My friend was fired from his job at the road department for stealing . I have to say I saw it coming . The last time I was at his house all the signs were there . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
323,hom_547_7,downhill,downhill%4:02:01::,downhill%4:02:00::,My skiing skills are really going downhill . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
324,hom_548_21,stir,stir%2:38:01::,stir%2:38:00::,"Doctor , doctor , I keep thinking I ' m a spoon . - Sit there and don ' t stir . Next . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
325,hom_550_10,mammoth,mammoth%1:05:00::,mammoth%5:00:01:large:00,Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
326,hom_552_6,problems,problem%1:10:00::,problem%1:09:00::,Math teachers have lots of problems . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
327,hom_554_14,fashion,fashion%1:07:00::,fashion%1:09:00::,"I ' m blind enough to look at the situation in the wrong fashion , so I changed my clothes . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
328,hom_555_10,spruced,spruce_up%2:29:00::,spruce%1:20:00::,"Before he sold Christmas trees , he got himself spruced up . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
329,hom_557_9,slice,slice%1:13:00::,slice%1:04:00::,Golfers hate cake because they might get a slice . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
330,hom_558_9,precipitous,precipitous%5:00:00:hurried:00,precipitous%5:00:00:steep:00,Her decision to take up rock climbing was precipitous to say the least . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
331,hom_563_6,fall,fall%1:28:00::,fall%1:04:01::,"If pride goes before a fall , humility should arrive by that winter nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
332,hom_565_10,bottled,bottle_up%2:41:00::,bottle%2:35:00::;bottle%2:40:00::,The psychiatrist told the genie his emotions were all bottled up . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
333,hom_566_14,square,square%3:00:00::,square%3:00:04::,"After they had it out in the boxing ring , they called it square . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
334,hom_568_8,interest,interest%1:09:00::,interest%1:21:00::,He who lends to the poor gets interest from god nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
335,hom_569_1,Power,power%1:07:00::,power%1:19:01::,"Power corrupts , especially at the electric company . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
336,hom_570_8,shrink,shrink%1:18:00::,shrink%2:30:00::,"OLD PSYCHIATRISTS never die , they just shrink away . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
337,hom_571_10,support,support%1:04:00::,support%1:04:01::,A politician with a bad back needs lots of support . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
338,hom_573_7,disappear,disappear%2:30:00::,disappear%2:39:00::,OLD MAGICIANS never die they just disappear . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
339,hom_574_11,connections,connection%1:25:00::;connection%1:04:00::,connection%1:24:00::;connection%1:26:00::,Conjoined twins aren ' t the only twins with special connections . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
340,hom_575_11,charged,charge%2:32:02::,charged%3:00:00::;charge%2:30:00::,The two guys caught drinking battery acid will soon be charged . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
341,hom_578_14,flash,flash%2:39:02::,flash%1:28:00::,The exhibitionist went to the store because he heard they were having a flash sale . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
342,hom_579_13,bases,base%1:06:04::,base%1:06:02::,A baseball player joined the army and did the round of military bases . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
343,hom_581_11,weather,under_the_weather%5:00:00:ill:01,weather%1:19:00::,"OLD METEOROLOGISTS never die , they just get under the weather . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
344,hom_582_9,buffaloed,buffalo%2:37:00::,buffalo%1:05:02::,A case of disappearing bison had police completely buffaloed . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
345,hom_584_17,lie,lie%1:10:00::,lie%1:15:00::,Any golfer will tell you the gospel truth . Your next shot always depends on the lie . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
346,hom_586_5,designs,design%1:06:00::,design%1:09:03::,A tatoo artist has designs on his clients . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
347,hom_587_7,drills,drill%1:06:00::,drill%1:04:00::,Dentists practice by going through many drills . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
348,hom_588_8,steal,steal_away%2:38:00::,steal%2:40:00::,"OLD PICKPOCKETS never die , they just steal away . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
349,hom_590_11,pop,pop%1:18:00::,pop%2:30:04::,A little boy called his father who made balloons ' pop ' . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
350,hom_591_10,flop,flop%1:11:00::,flop%2:38:00::;flop%2:38:01::,"The stock market crashes , but Viagra beats the flop . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
351,hom_593_13,opposed,oppose%2:42:00::,opposed%3:00:00::,Three fingers were willing to cooperate but the thumb and forefinger were opposed . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
352,hom_594_7,inclined,incline%2:42:01::,incline%2:38:00::,Those who build roofs are so inclined . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
353,hom_595_14,downhill,downhill%1:11:00::;downhill%1:17:00::;downhill%4:02:00::;downhill%5:00:00:descending:00,downhill%4:02:01::,A skier who makes it to the olympics finds that it is all downhill from there . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
354,hom_596_16,caliber,caliber%1:07:00::,caliber%1:07:01::,When the human cannonball retired they couldn ' t find a replacement of the right caliber . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
355,hom_597_6,stable,stable%1:06:00::,stable%3:00:00::,A horse is a very stable animal . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
356,hom_598_9,cold,cold%3:00:01::,cold%5:00:00:dead:01,"OLD ESKIMOS never die , they just go cold . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
357,hom_599_12,kicking,kick%2:35:00::,kick%2:34:00::,"You really are addicted to soccer , you should think of kicking the habit . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
358,hom_600_16,bench,bench%1:14:01::,bench%1:06:00::,"She was only a Magistrates daughter , but she knew what to do on the bench . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
359,hom_602_10,grouper,grouper%1:13:00::,group%2:33:00::,The first fish to gather in schools was the grouper . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
360,hom_604_19,thinner,thinner%1:27:00::,thin%3:00:03::,I wanted to lose weight so I went to the paint store . I heard I could get thinner there . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
361,hom_605_6,melting,melt%2:30:01::,melt%2:30:10::,If all your troubles are melting away watch out for the floods . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
362,hom_608_8,steal,steal_away%2:38:00::,steal%2:40:00::,"OLD PLAGIARISTS never die , they just steal away . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
363,hom_609_13,clean,clean%3:00:01::,clean%5:00:00:unaddicted:00,"I used to be addicted to soap , but I ' m clean now . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
364,hom_614_18,steep,steep%5:00:00:high:01,steep%5:00:00:immoderate:00,"I went to buy some property with a hill on it , but it was a little steep . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan "
365,hom_619_12,drive,drive%2:38:01::,drive%2:35:03::,A racer who was also a golfer really knew how to drive . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
366,hom_620_13,up,up%5:00:00:awake:00,up%5:00:00:prepared:00,If you invite an insomniac to your pajama party they will be up for it . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
367,hom_621_6,drill,drill%1:06:00::,drill%1:04:01::,Army dentists make a good drill corps . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
368,hom_622_4,rash,rash%1:26:00::,rash%5:00:00:bold:00,Dermatologists often make rash statements . nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
